athlete_id,games,year,season,city,sport,event,medal
830,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Lightweight,Silver
830,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Middleweight,Silver
830,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Middleweight,NA
831,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Heavyweight,NA
832,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Flyweight,Gold
832,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Gold
833,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 100 metres Hurdles,NA
834,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,NA
835,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Free Pistol, 50 metres",NA
835,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Air Pistol, 10 metres",NA
835,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Free Pistol, 50 metres",NA
835,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Air Pistol, 10 metres",NA
835,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Free Pistol, 50 metres",NA
835,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Air Pistol, 10 metres",NA
835,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Free Pistol, 50 metres",NA
836,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Standing High Jump,NA
836,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Standing Long Jump,NA
836,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Triple Jump,NA
836,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Discus Throw,NA
836,1908 Summer,1908,Summer,London,Athletics,"Athletics Men's Discus Throw, Greek Style",NA
836,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's High Jump,NA
836,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,Gold
836,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,Silver
836,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Triple Jump,NA
837,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
838,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
838,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,NA
838,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,NA
839,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Fours,NA
840,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Bronze
841,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 800 metres,NA
841,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 800 metres,NA
842,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",NA
843,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Featherweight, Freestyle",NA
844,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,NA
845,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's High Jump,NA
846,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Shot Put,NA
846,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Shot Put,Gold
846,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Shot Put,Gold
846,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Silver
847,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Double Sculls,NA
848,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,NA
849,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,NA
849,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
850,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold
851,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Featherweight,Silver
852,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,NA
853,1980 Summer,1980,Summer,Moskva,Cycling,"Cycling Men's Road Race, Individual",NA
853,1980 Summer,1980,Summer,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,NA
854,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,NA
854,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
855,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed One Person Dinghy,NA
856,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Road Race, Individual",NA
856,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,NA
857,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,NA
858,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Heavyweight,NA
859,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Middleweight,NA
860,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Javelin Throw,NA
861,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",NA
862,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,NA
863,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres",NA
863,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 5,000 metres",NA
864,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",NA
865,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 800 metres,NA
865,1948 Summer,1948,Summer,London,Athletics,"Athletics Men's 1,500 metres",NA
866,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Sabre, Individual",NA
866,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Sabre, Team",NA
867,2012 Summer,2012,Summer,London,Badminton,Badminton Mixed Doubles,NA
867,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,NA
868,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Backstroke,NA
869,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,NA
870,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Marathon,NA
871,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Half-Middleweight,NA
872,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Individual",NA
872,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",NA
873,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Backstroke,NA
873,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Butterfly,NA
874,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Women's Foil, Individual",NA
875,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Women's Foil, Individual",NA
875,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Women's Foil, Individual",NA
875,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Women's Foil, Individual",NA
875,1948 Summer,1948,Summer,London,Fencing,"Fencing Women's Foil, Individual",NA
876,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
876,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",NA
877,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Keelboat,NA
878,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 10,000 metres",NA
879,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Singles, Slalom",NA
880,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Middleweight,NA
881,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,NA
882,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Bronze
882,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,NA
883,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,NA
883,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football,NA
884,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Bronze
885,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's 100 kilometres Team Time Trial,NA
886,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,NA
887,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,NA
887,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,NA
887,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,NA
887,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,NA
887,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,NA
887,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,NA
887,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,NA
888,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,NA
888,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,NA
889,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres,NA
889,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,NA
889,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,NA
889,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 400 metres,NA
890,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Men's Doubles,NA
891,1932 Summer,1932,Summer,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",NA
892,1988 Winter,1988,Winter,Calgary,Speed Skating,Speed Skating Men's 500 metres,NA
892,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 1,000 metres",NA
892,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 1,500 metres",NA
892,1992 Winter,1992,Winter,Albertville,Speed Skating,Speed Skating Men's 500 metres,NA
892,1992 Winter,1992,Winter,Albertville,Speed Skating,"Speed Skating Men's 1,000 metres",NA
892,1992 Winter,1992,Winter,Albertville,Speed Skating,"Speed Skating Men's 1,500 metres",NA
892,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Speed Skating Men's 500 metres,NA
892,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Men's 1,000 metres",NA
892,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Men's 1,500 metres",NA
892,1998 Winter,1998,Winter,Nagano,Speed Skating,Speed Skating Men's 500 metres,NA
892,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Men's 1,000 metres",NA
892,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Men's 1,500 metres",NA
893,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Women's 1,500 metres",NA
894,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middle-Heavyweight,NA
895,1948 Summer,1948,Summer,London,Athletics,Athletics Men's High Jump,NA
895,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Long Jump,NA
896,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver
897,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,NA
898,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,NA
899,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Welterweight,NA
900,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,NA
901,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",NA
901,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",NA
902,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Featherweight, Freestyle",NA
903,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Freestyle,NA
903,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Freestyle,NA
903,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Individual Medley,NA
903,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Individual Medley,NA
903,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Individual Medley,NA
903,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 400 metres Individual Medley,NA
904,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,NA
904,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,NA
905,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Bantamweight,NA
906,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Heavyweight,NA
906,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Open Class,NA
907,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mixed Trap,NA
908,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver
909,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres Hurdles,NA
909,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,NA
910,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's Windsurfer,NA
911,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Slopestyle,NA
912,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,NA
913,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Running Target, Single Shot",NA
913,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Running Target, Double Shot",NA
914,1928 Summer,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,NA
914,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,NA
915,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 5,000 metres",NA
915,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",NA
916,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,NA
917,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxless Pairs,NA
918,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Silver
918,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,Silver
919,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",NA
920,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA
920,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",NA
921,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Marathon,NA
922,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA
922,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",NA
922,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",NA
923,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
923,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,NA
923,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,NA
923,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,NA
923,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,NA
923,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
923,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,NA
924,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",NA
925,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Gold
925,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,NA
926,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 5,000 metres",NA
926,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 5,000 metres",NA
926,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 3,000 metres Steeplechase",NA
927,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 200 metres,NA
928,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Sabre, Team",NA
929,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Women's 10,000 metres",NA
929,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 10,000 metres",NA
929,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Marathon,NA
930,1952 Summer,1952,Summer,Helsinki,Diving,Diving Men's Springboard,NA
931,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,NA
932,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,NA
933,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,NA
934,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Middleweight,NA
935,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,NA
936,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,NA
936,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,NA
936,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,NA
936,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,NA
937,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Doubles,NA
938,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
938,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Slalom,NA
938,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
939,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Lightweight,NA
940,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,NA
941,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,NA
942,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,NA
943,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",NA
944,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,NA
945,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Middleweight,NA
946,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,NA
946,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Marathon,NA
947,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,NA
947,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,NA
947,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,NA
948,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,NA
948,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,NA
948,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,NA
949,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Light-Heavyweight,NA
950,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's 100 metres,NA
951,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 800 metres,NA
952,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Flyweight,NA
952,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Flyweight,NA
953,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze
953,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
953,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",NA
954,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,NA
955,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,NA
955,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 100 metres Freestyle,NA
955,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
955,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 200 metres Breaststroke,NA
956,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,Silver
956,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,NA
957,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Bronze
958,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",NA
959,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Heavyweight,NA
960,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke,NA
961,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,NA
962,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Welterweight,Gold
963,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,Gold
964,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Silver
965,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,NA
965,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,NA
965,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,NA
966,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,Silver
966,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Three Person Keelboat,NA
966,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Three Person Keelboat,NA
967,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Road Race, Individual",NA
967,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
968,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,NA
968,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
968,1924 Summer,1924,Summer,Paris,Diving,Diving Women's Plain High,NA
969,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Two Person Keelboat,NA
970,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Individual All-Around,NA
970,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Team All-Around,NA
970,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Floor Exercise,NA
970,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Horse Vault,NA
970,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Uneven Bars,NA
970,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Balance Beam,NA
971,1964 Summer,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Individual,NA
971,1964 Summer,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Team,NA
972,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,NA
973,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Individual",NA
973,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Team",Bronze
974,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Jumping, Individual",NA
974,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",NA
974,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
975,1908 Summer,1908,Summer,London,Tennis,"Tennis Women's Singles, Covered Courts",Bronze
976,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,NA
976,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,NA
976,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,NA
976,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,NA
977,1908 Summer,1908,Summer,London,Diving,Diving Men's Platform,NA
977,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Platform,Gold
977,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Plain High,Gold
977,1920 Summer,1920,Summer,Antwerpen,Diving,Diving Men's Platform,Silver
977,1920 Summer,1920,Summer,Antwerpen,Diving,Diving Men's Plain High,NA
977,1924 Summer,1924,Summer,Paris,Diving,Diving Men's Platform,NA
977,1924 Summer,1924,Summer,Paris,Diving,Diving Men's Plain High,NA
978,1912 Summer,1912,Summer,Stockholm,Diving,Diving Women's Plain High,NA
978,1920 Summer,1920,Summer,Antwerpen,Diving,Diving Women's Plain High,NA
979,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",NA
979,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",NA
980,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,Gold
980,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,Gold
980,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,Bronze
980,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,Bronze
981,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Women's Two Person Dinghy,NA
981,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Women's Two Person Dinghy,NA
982,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,NA
983,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Lightweight, Freestyle",NA
984,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Backstroke,NA
985,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Road Race, Individual",NA
986,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Women's Foil, Individual",NA
986,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Women's Foil, Individual",NA
987,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Heavyweight,NA
988,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Middleweight,NA
988,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Light-Heavyweight,NA
989,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,NA
989,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,NA
990,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",NA
991,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,NA
992,1924 Winter,1924,Winter,Chamonix,Nordic Combined,Nordic Combined Men's Individual,NA
993,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Downhill,NA
