id,name,sex,height,weight,team
5168,Lance Edward Armstrong (Gunderson-),M,178,75,United States
5169,"Laurence Spearman ""Larry"" Armstrong",M,183,0,Canada
5170,Robin Armstrong,M,0,0,New Zealand
5171,Dorothy Sheila Armstrong,F,170,77,United States
5172,Shirley Armstrong,F,167,52,Ireland
5173,"Michel Taylor ""Tate"" Armstrong",M,190,77,United States
5174,Gottfried Arn,M,0,0,Switzerland
5175,Grta Arn,F,180,70,Hungary
5176,rds rnadttir,F,0,0,Iceland
5177,Claude Arnaiz,M,0,0,France
5178,Mariana A. Arnal Aranguren,F,0,0,Argentina
5179,Rafael Eduardo Arnal Myerston,M,0,0,Venezuela
5180,Arnaldo de Mattos,M,183,74,Brazil
5181,Daniel Arnamnart,M,178,80,Australia
5182,Gurn Arnardttir,F,175,59,Iceland
5183,rn Arnarson,M,193,87,Iceland
5184,rni Mr rnason,M,194,85,Iceland
5185,rni r rnason,M,182,79,Iceland
5186,Jorge Jordi Arnau Creus,M,170,66,Spain
5187,"Javier ""Xavi"" Arnau Creus",M,176,76,Spain
5188,Catherine Marie-Jeanne Arnaud,F,156,62,France
5189,Henri Auguste Arnaud,M,0,0,France
5190,Pierre Arnaudin,M,0,0,France
5191,Tsanko Rosenov Arnaudov,M,198,155,Portugal
5192,Zlatan Arnautovi,M,194,93,Yugoslavia
5193,Lars Gran Mikael Arnberg,M,190,82,Sweden
5194,Bernardo Mller Carioba Arndt,M,184,74,Brazil
5195,Erich Arndt,M,0,0,Germany
5196,Horst Arndt,M,0,0,Germany
5197,Jirka Arndt,M,178,62,Germany
5198,Judith Arndt,F,173,59,Germany
5199,"Maria Arndt (-Staworzyska, -Blank)",F,170,62,Poland
5200,Maximilian Arndt,M,180,93,Germany-3
5201,Reinhardt Arndt,M,169,60,East Germany
5202,Eva Johanne Arndt-Riise,F,0,0,Denmark
5203,Jean Baptiste Pierre Arn,M,0,0,Socit Nautique de Bayonne
5204,Tor Birger Arneberg,M,183,0,Elisabeth X
5205,Matthew Arneborg,M,173,67,British Virgin Islands
5206,Raul Arnemann,M,186,82,Soviet Union
5207,Gojko Arneri,M,185,87,Yugoslavia
5208,Christian Aleksander Arnesen,M,0,0,Norway
5209,Lasse Arnesen,M,175,82,Norway
5210,Marvin Arneson,M,175,57,Canada
5211,Lorenza Arnetoli,F,176,75,Italy
5212,Jay Joseph Hoyland Arnette,M,188,79,United States
5213,Edith Arnheim (Lasch-),F,0,0,Sweden
5214,Albert Stephan Arnheiter,M,0,0,Ludwigshafener Ruderverein
5215,Vegard Arnhoff,M,179,79,Norway
5216,Mirella Silva Prado Arnhold,F,159,51,Brazil
5217,Andreas Arnold,M,178,78,Austria-2
5218,Clemens Arnold,M,183,87,Germany
5219,"Donald John ""Don"" Arnold",M,178,83,Canada
5220,"Edward Randall ""Eddie"" Arnold",M,169,69,Great Britain
5221,Elizabeth Emma Arnold,F,162,47,Great Britain
5222,Erwin Arnold,M,189,100,Austria-1
5223,Graham James Arnold,M,180,80,Australia
5224,Karl Arnold,M,0,0,Germany
5225,Friedrich Karl Arnold,M,172,82,Germany
5226,Landis Stevens Arnold,M,180,77,United States
5227,Mackenzie Elizabeth Arnold,F,179,76,Australia
5228,Marcel Arnold,M,183,78,Switzerland
5229,Marie-Cathrine Arnold,F,175,69,Germany
5230,Rudolf Arnold,M,0,0,Austria
5231,Scott Edward Arnold,M,0,0,Australia
5232,Thomas Alfred Arnold,M,0,0,Great Britain-1
5233,Virginie Arnold,F,155,50,France
5234,Werner Arnold,M,174,115,Germany
5235,Adriano Arnoldo,M,192,95,Italy
5236,Haukur Arnrsson,M,175,70,Iceland
5237,"William Robert ""Bob"" Arnott",M,0,0,Australia
5238,Pascal Arnou,M,160,59,France
5239,Isabelle Arnould,F,181,67,Belgium
5240,Jean-Marie Arnould,M,186,0,Belgium
5241,Kevin Arnould,M,178,63,France
5242,Fernand Clment Arnout,M,0,0,France
5243,Jacques Arnoux,M,170,60,France
5244,"Marcellus Wilhelmus ""Marcel"" Arntz",M,179,70,Netherlands
5245,Emilie Hegh Arntzen,F,183,78,Norway
5246,Carlos Alberto Aro,M,172,57,Argentina
5247,Helle Aro (Saadlo-),F,175,65,Finland
5248,Toivo Nestori Aro (Ahlstedt-),M,0,0,Finland
5249,Pedro Aroche de los Monteros,M,170,59,Mexico
5250,Muslim Aremu Arogundade,M,0,0,Nigeria
5251,Aldo Mario Aroldi,M,0,0,Italy
5252,Sarce Aronggear,F,163,62,Indonesia
5253,Antonis Aronis,M,201,103,Greece
5254,Felix Aronovich,M,168,63,Israel
5255,Walter Eric Aronson,M,189,90,Sweden-2
5256,Ivar Mauritz Aronsson,M,0,0,Sweden
5257,Ida Maria Aronsson,F,176,62,Sweden
5258,Justin Arop,M,185,88,Uganda
5259,Abdessalem Arous,M,180,81,Tunisia
5260,Julius Edgar Barbosa Arp,M,0,0,Brazil
5261,Oreste Arp,M,0,0,Italy
5262,Marie-Luc Arpin,F,173,68,Canada
5263,Michel Arpin,M,178,70,France
5264,Paul Arpin,M,170,55,France
5265,Ren Arpin,M,173,76,France
5266,Marco Arpino,M,184,67,Italy
5267,Rodolfo Arpon,M,167,60,Philippines
5268,Jos Javier Arqus Ferrer,M,181,74,Spain
5269,Andrs Jesus Arraez,M,0,0,Venezuela
5270,Miguel da Cunha Arraiolos,M,173,62,Portugal
5271,Hugo Michael Arrambide,M,178,76,Argentina
5272,Mario Arranz Puente,M,175,71,Spain
5273,Paloma Arranz Santamarta,F,0,0,Spain
5274,Pablo Arrarte Elorza,M,180,108,Spain
5275,Mariano Arrate Esnaola,M,0,0,Spain
5276,Pablo Guillermo Arraya,M,182,72,Peru
5277,Tania Karina Arrayales Macas,F,158,53,Mexico
5278,Armando Arrechavaleta Carrera,M,182,71,Cuba
5279,Hernando Arrechea,M,184,78,Colombia
5280,Luis Arredondo Cepeda,M,169,75,Mexico
5281,Nicols Arredondo Ibez,M,178,75,Mexico
5282,"Rojelio ""Ray"" Arredondo",M,168,70,United States
5283,Ren Arredondo Cepeda,M,165,66,Mexico
5284,Sonia Arredondo,F,158,60,Mexico
5285,Mohammad Arref,M,0,52,Afghanistan
5286,Juan Pedro Arremn,M,0,0,Uruguay
5287,Juana Rosario Arrendel,F,188,72,Dominican Republic
5288,Jordi Arrese Casta,M,175,74,Spain
5289,Niklas Bo Arrhenius,M,194,122,Sweden
5290,"Valeriano Pompeo Maurizio ""Valerio"" Arri",M,0,0,Italy
5291,Marcia Arriaga Larrinua,F,168,58,Mexico
5292,Marcelo Arriagada Quinchel,M,166,56,Chile
5293,Marco Antonio Arriagada Quinchel,M,167,58,Chile
5294,Igone Arribas Bailn,F,167,45,Spain
5295,Ysica Arrin,F,172,62,Argentina
5296,Arqumedes Arrieta,M,0,0,Uruguay
5297,Jairo Arrieta Obando,M,172,65,Costa Rica
5298,"Jacob Joseph ""Jake"" Arrieta",M,193,102,United States
5299,Valentina Arrighetti,F,185,72,Italy
5300,Eduardo Arrillaga Arjona,M,188,89,Mexico
5301,Jorge Arripe,M,0,0,Argentina
5302,Morgan Arritola,F,162,52,United States
5303,Miguel Arrobas Horta Costa,M,176,67,Portugal
5304,Luis Rolando Arrojo vila,M,193,100,Cuba
5305,"Jessica Nicole ""Nic"" Arrold",F,166,63,Australia
5306,Christine Arron,F,177,64,France
5307,Ins Arrondo,F,167,58,Argentina
5308,"Christopher ""Chris"" Arrowsmith",M,170,64,Great Britain-2
5309,Andrs Arroyo,M,177,64,Puerto Rico
5310,Angel Arroyo,M,150,56,Puerto Rico
5311,Antonio Arroyo Prez,M,170,63,Spain
5312,Carlos Alberto Arroyo Bermudez,M,185,86,Puerto Rico
5313,Eduardo Arroyo,M,173,77,Bolivia
5314,Gabriel Adrin Arroyo,M,194,95,Argentina
5315,Gavin Baxter Arroyo,M,190,86,United States
5316,Harold Arroyo Z.,M,0,91,Puerto Rico
5317,Hctor A. Arroyo Rodrguez,M,0,60,Puerto Rico
5318,Jorge David Arroyo Valdez,M,193,105,Ecuador
5319,Juan Arroyo,M,159,57,Venezuela
5320,McJoe Arroyo Acevedo,M,163,54,Puerto Rico
5321,McWilliams Arroyo Acevedo,M,163,51,Puerto Rico
5322,Miguel Arroyo Prez,M,165,54,Cuba
5323,Omar Cecilio Arroyo Rodrguez,M,177,68,Costa Rica
5324,"Christian Marcelo ""Chelly"" Arrue",M,175,81,United States
5325,Francisco Esteban Arru Pardo,M,169,64,Chile
5326,Erdoan Arsal,M,171,75,Turkey
5327,Israil Magomedgireyevich Arsamakov,M,169,85,Soviet Union
5328,Hayri Arsebk,M,0,0,Turkey
5329,Nicols Arsel,M,170,71,Argentina
5330,Vicente Arsenal,M,165,48,Philippines
5331,"Samantha ""Sam"" Arsenault (-Livingstone)",F,178,69,United States
5332,Lise Isabelle Arsenault-Goertz,F,162,49,Canada
5333,"Milorad ""Mikica"" Arsenijevi",M,0,0,Yugoslavia
5334,Boris Nikolayevich Arsenyev,M,0,0,Russia
5335,Heather Ann Arseth,F,170,60,Mauritius
5336,Rza Arseven,M,0,0,Turkey
5337,Hussain Arshad,M,0,0,Pakistan
5338,Mohammad Malik Arshad,M,171,74.5,Pakistan
5339,"Artiom ""Tommy"" Arshansky",M,163,60,Israel
5340,Andreea Arsine,F,159,55,Romania
5341,Yasin Arslan,M,165,69,Turkey
5342,Abas Arslanagi,M,189,97,Yugoslavia
5343,Armen Arslanian,M,0,0,Lebanon
5344,Sirop Arslanian,M,180,77,Lebanon
5345,mer Arslanolu,M,180,84,Turkey
5346,Andrea Arsovi,F,165,61,Serbia
5347,Gustavo Leonardo Artacho,M,170,65,Argentina
5348,Mariafe Artacho del Solar,F,175,66,Australia-2
5349,Estanislao Artal Garriga,M,0,0,Spain
5350,Elena Artamendi Garca,F,0,0,Spain
5351,Montserrat Artamendi Garca,F,0,0,Spain
5352,Olga Artamonova,F,163,63,Kyrgyzstan
5353,Yevgeniya Viktorovna Artamonova-Estes,F,191,75,Unified Team
5354,Todor Arkadi Todorov Artarski,M,192,102,Bulgaria
5355,Bakhtiyar Garifulayevich Artayev,M,183,75,Kazakhstan
5356,Gabriel Israel Arteaga Risquet,M,175,81,Cuba
5357,Mario Alberto Arteaga Herrera,M,0,0,Mexico
5358,Mauricio Jos Arteaga Snchez,M,177,68,Ecuador
5359,Alejandro Arteche Zurinaga,M,0,0,Spain
5360,Jos Antonio Artecona Artze,M,175,87,Puerto Rico
5361,Marcel Artlsa,M,175,70,France
5362,Helmut Artelt,M,165,72,East Germany
5363,"Alexander Vladimirovich ""Sasha"" Artemev",M,168,0,United States
5364,Boriss Artemjevs,M,0,0,Latvia-2
5365,Aleksandr Viktorovich Artemyev,M,172,54,Soviet Union
5366,Olga Dmitriyevna Arteshina,F,191,78,Russia
5367,Ivan Nikolayevich Arteyev,M,175,68,Russia
5368,Anthony Arthur,M,175,83,Great Britain
5369,Richard Bruce Arthur,M,0,0,Australia
5370,Christine Arthur,F,162,60,New Zealand
5371,George Arthur,M,0,0,Australia
5372,Jenny Lyvette Arthur,F,166,74,United States
5373,"John Duncan ""Johnny"" Arthur",M,0,0,South Africa
5374,John Norman Stewart Arthur,M,180,67,Great Britain
5375,Peter John Henry Arthur,M,171,90,Great Britain
5376,Wayne Arthurs,M,191,80,Australia
5377,Alexandre Charles Georges Henri Arthus,M,0,0,Guyoni
5378,Natalia Artic-Stratulat,F,178,83,Moldova
5379,Vernica Artica Cartier,F,0,0,Argentina
5380,douard Jos Artigas,M,0,0,France
5381,Marta Artigas y Masdeu,F,160,32,Spain
5382,Ramn Artigas Rigal,M,0,0,Spain
5383,Rifat Rimatovich Artikov,M,195,92,Uzbekistan
5384,George Artin Tajirian,M,174,63,Iraq
5385,Dnil Artiomov,M,188,79,Moldova
5386,William John Artis,M,0,0,Great Britain
5387,Mykhailo Vasylovych Artiukhov,M,166,53,Ukraine
5388,Juan Ramn Gregorio Artola Letamenda,M,0,0,Spain
5389,Michel Artola,M,0,0,France
5390,Ainhoa Artolazbal Royo,F,0,0,Spain
5391,Sedat Artu,M,162,56,Turkey
5392,Izzat Artykov,M,160,69,Kyrgyzstan
5393,Eleni Artymata,F,177,62,Cyprus
5394,Aleksandr Artynyuk,M,172,67,Soviet Union
5395,Aleksandra Ivanovna Artyomenko,F,0,0,Soviet Union
5396,Vladimir Nikolayevich Artyomov,M,167,63,Soviet Union
5397,Nataliya Petrovna Artyomova,F,167,49,Soviet Union
5398,Sergey Yevgenyevich Artyukhin,M,187,120,Belarus
5399,Mikhail Vasilyevich Artyukhov,M,175,72,Soviet Union
5400,Fabio Aru,M,183,65,Italy
5401,Akiko Aruga,F,151,53,Japan
5402,Toyofumi Aruga,M,169,64,Japan
5403,Noel Arul,M,0,0,Malaya
5404,Michael Arulraj,M,180,63,Malaysia
5405,Quadri Aruna,M,180,81,Nigeria
5406,Zorana Arunovi,F,168,90,Serbia
5407,Krisada Arunwong,M,168,65,Thailand
5408,"Katherine ""Katie"" Arup",F,172,60,Great Britain
5409,Emeric Arus,M,183,73,Romania
5410,Ardo Arusaar,M,181,102,Estonia
5411,Peninah Arusei Jerop,F,165,51,Kenya
5412,Maya Arusi,F,160,49,Israel
5413,"Toomas ""Tom"" Arusoo",M,175,73,Canada
5414,Migran Arutyunyan,M,166,67,Armenia
5415,Aderval Luiz Arvani,M,189,85,Brazil
5416,"Vasiliki ""Viky"" Arvaniti",F,177,68,Greece-1
5417,Ioannis Arvanitis,M,0,0,Greece
5418,"Stylianos ""Stelios"" Arvanitis",M,0,0,Greece
5419,Stellas Arvanitis,M,0,0,Greece
5420,Margareta Arvay (-Fril),F,0,0,Romania
5421,Karl Magnus Olof Arvedson,M,188,90,Sweden
5422,Gremlis Andrena Arvelo Garca,F,167,62,Venezuela
5423,Kurt Asle Arvesen,M,183,74,Norway
5424,Gsta ke Wilhelm Arvidsson,M,0,90,Sweden
5425,Jan Magnus Arvidsson,M,191,100,Sweden
5426,Pr Johan Arvidsson,M,183,74,Sweden
5427,Per-Olof Arvidsson,M,0,0,Sweden
5428,Lena Sofia Alexandra Arvidsson,F,176,69,Sweden
5429,Karl Wilhelm Konrad Arwe (Andersson-),M,0,0,Sweden
5430,Skinnar Lars-Gran Arwidson,M,180,71,Sweden
5431,Skinnar Per Tobias Arwidson,M,170,74,Sweden
5432,Andrey Nikolayevich Aryamnov,M,172,105,Belarus
5433,Hassan Aryanfard,M,150,60,Iran
5434,Tatyana Alekseyevna Aryasova (Khmeleva-),F,168,50,Russia
5435,Ashiakwei (-Ashikwe) Aryee (-Larega),M,166,71,Ghana
5436,Bernard Nii Aryee,M,0,0,Ghana
5437,Fred Seko Aryee,M,162,54,Nigeria
5438,Isaac Aryee,M,162,51,Ghana
5439,Donaldo Arza,M,180,69,Panama
5440,Jos Arza Laurenz,M,175,70,Spain
5441,Vladimir Ivanovich Arzamaskov,M,190,87,Soviet Union
5442,Sergey Arzamasov,M,190,75,Kazakhstan
5443,Marina Aleksandrovna Arzamasova (Katovich-),F,173,58,Belarus
5444,Mohammad Arzandeh,M,180,77,Iran
5445,Yelena Vladimirovna Arzhakova,F,167,54,Russia
5446,Yevhen Oleksandrovych Arzhanov,M,179,68,Soviet Union
5447,Loedmila Arzjannikova,F,168,62,Soviet Union
5448,Maryam Muhammad Arzouqi,F,165,55,Kuwait
5449,Quiarol Lenn Arz Flores,M,183,83,Honduras
5450,Man Asaad,M,190,143,Syria
5451,Mao Asada,F,163,50,Japan
5452,Masako Asada,F,154,45,Japan
5453,Laura Asadauskait-Zadneprovskien,F,160,49,Lithuania
5454,Beruk Asafaw,M,160,48,Ethiopia
5455,Shinobu Asagoe,F,168,58,Japan
5456,Nobuharu Asahara,M,179,76,Japan
5457,Kentaro Asahi,M,199,95,Japan
5458,Eriko Asai,F,150,40,Japan
5459,Isao Asai,M,170,74,Japan
5460,Kiyoshi Asai,M,167,60,Japan
5461,Tadashi Asai,M,162,57,Japan
5462,Yoshiro Asakuma,M,180,65,Japan
5463,Tony J. Asamali,M,193,64,Philippines
5464,Haydar Aan,M,0,0,Turkey
5465,Suat F. Aani,F,0,0,Turkey
5466,Giorgi Asanidze,M,173,85,Georgia
5467,Kevin Yoshimi Asano,M,162,60,United States
5468,Mayumi Asano,F,165,76,Japan
5469,Noriko Asano,F,158,57,Japan
5470,Ryo Asano,M,0,0,Japan
5471,Sakiyo Asano,F,164,60,Japan
5472,Takuma Asano,M,171,67,Japan
5473,Aleksandr Alekseyevich Asanov,M,170,67,Soviet Union
5474,Dmitry Sergeyevich Asanov,M,176,56,Belarus
5475,Nataliya Asanova,F,177,58,Uzbekistan
5476,Anita Amma Ankyewah Asante,F,166,64,Great Britain
5477,Kanji Asanuma,M,176,65,Japan
5478,Isaac Asare,M,0,0,Ghana
5479,John Asare-Antwi,M,177,65,Ghana
5480,Junko Asari,F,164,42,Japan
5481,Masakatsu Asari,M,168,70,Japan
5482,Charles Asati,M,178,68,Kenya
5483,Nugzar Asatiani,M,171,71,Soviet Union
5484,Olga Asato Hichiva,F,166,65,Peru
5485,Pyotr Petrovich Asayonok,M,165,85,Belarus
5486,Taketsugu Asazaka,M,166,59,Japan
5487,Konomi Asazu,F,175,71,Japan
5488,Karl Gsta sbrink,M,0,0,Sweden
5489,Carlos Asbn Zugbi,M,165,73,Bolivia
5490,Javier F. Asbun,M,180,80,Bolivia
5491,Santiago Ascacibar,M,168,69,Argentina
5492,"Victor Hugo Ascarrunz Fonseca, Jr.",M,0,0,Bolivia
5493,Peter Gregory Asch,M,188,82,United States
5494,Bernhard Aschauer,M,173,75,West Germany-2
5495,Erik Niels Aschehoug,M,0,0,France
5496,Hans-Georg Aschenbach,M,175,69,East Germany
5497,George Aschenbrener,M,0,0,United States
5498,Franz Aschenwald,M,0,0,Austria
5499,Hansjrg Aschenwald,M,0,0,Austria
5500,Sergei Aschwanden,M,181,92,Switzerland
5501,Wilhelm Aschwanden,M,181,82,Switzerland
5502,Jos Asconeguy Gonzlez,M,187,81,Uruguay
5503,Shirley Ann Ascott (-Line),F,0,0,Great Britain
5504,Teodorico Asejo,M,0,0,Philippines
5505,Marko Tapio Asell,M,179,82,Finland
5506,Raheleh Asemani,F,171,59,Belgium
5507,Rakymzhan Asembekov,M,163,54,Kazakhstan
5508,Sabina Asenjo lvarez,F,178,90,Spain
5509,Borislav Asenov,M,186,80,Bulgaria
5510,Daniel Asenov,M,163,52,Bulgaria
5511,Stefan Georgiev Asenov,M,175,72,Bulgaria
5512,Juan Manuel Asensi Ripoll,M,178,73,Spain
5513,Melanio Asensio Montes,M,170,62,Spain
5514,Riyadh Mohammed Asfahani,M,0,0,Syria
5515,Jean-Gabriel Asfar,M,0,0,Egypt
5516,Gashaw Asfaw Melese,M,168,51,Ethiopia
5517,Erla sgeirsdttir,F,174,0,Iceland
5518,gst sgeirsson,M,0,0,Iceland
5519,Jnas rarinn sgeirsson,M,0,0,Iceland
5520,Sturla sgeirsson,M,182,80,Iceland
5521,Mudassar Asghar Saeed,M,176,74,Pakistan
5522,"Lucille Mary Ash (-McClure, -Klee)",F,0,0,United States-2
5523,Ronnie Ash,M,188,95,United States
5524,Vitus Ashaba,M,173,59,Uganda
5525,"Walter Stuart ""Walt"" Ashbaugh",M,188,77,United States
5526,Temple Withers Ashbrook,M,0,0,Gallant
5527,Lesley Ashburner,M,0,0,United States
5528,Bradlee Logan Taylor Ashby,M,200,92,New Zealand
